Date;Kanton_Kurzname;VergütungCHF_Gebäudeprogramm;Massnahmenbereich
2021;NW;1377359.1;Total
2021;NW;755400;Wärmedämmung
2021;NW;0;Zentrale Wärmeversorgung
2021;OW;193060;Haustechnik
2021;OW;0;Neubau
2021;OW;95940;Systemsanierung
2021;OW;923840;Total
2021;OW;596040;Wärmedämmung
2021;OW;0;Zentrale Wärmeversorgung
2021;SG;4264218.4;Haustechnik
2021;SG;398105;Neubau
2021;SG;7861832.8;Systemsanierung
2021;SG;25287960.1;Total
2021;SG;5568623.7;Wärmedämmung
2021;SG;3315167.1;Zentrale Wärmeversorgung
2021;SH;1529180;Haustechnik
2021;SH;28350;Neubau
2021;SH;1013080;Systemsanierung
2021;SH;5491915;Total
2021;SH;2428284;Wärmedämmung
2021;SH;282640;Zentrale Wärmeversorgung
2021;SO;4417748;Haustechnik
2021;SO;140755;Neubau
2021;SO;46965;Systemsanierung
2021;SO;8444733.6;Total
2021;SO;3214596;Wärmedämmung
2021;SO;0;Zentrale Wärmeversorgung
2021;SZ;1064570;Haustechnik
2021;SZ;0;Neubau
2021;SZ;0;Systemsanierung
2021;SZ;2744477.65;Total
2021;SZ;1491080;Wärmedämmung
2021;SZ;0;Zentrale Wärmeversorgung
2021;TG;5174751;Haustechnik
2021;TG;1055270;Neubau
2021;TG;3249127;Systemsanierung
2021;TG;16565820;Total
2021;TG;5889851;Wärmedämmung
2021;TG;113730;Zentrale Wärmeversorgung
2021;TI;3040385;Haustechnik
2021;TI;2025229;Neubau
2021;TI;8588036;Systemsanierung
2021;TI;21192531;Total
2021;TI;7120140;Wärmedämmung
2021;TI;195561;Zentrale Wärmeversorgung
2021;UR;396390;Haustechnik
2021;UR;0;Neubau
2021;UR;410700;Systemsanierung
2021;UR;2071150.35;Total
2021;UR;1223191;Wärmedämmung
2021;UR;0;Zentrale Wärmeversorgung
2021;VD;7216734;Haustechnik
2021;VD;2865690;Neubau
2021;VD;5984462;Systemsanierung
2021;VD;43334809;Total
2021;VD;24981488;Wärmedämmung
2021;VD;927354;Zentrale Wärmeversorgung
2021;VS;5093637;Haustechnik
2021;VS;349740;Neubau
2021;VS;6347668;Systemsanierung
2021;VS;19846253;Total
2021;VS;7975670;Wärmedämmung
2021;VS;0;Zentrale Wärmeversorgung
2021;ZG;0;Haustechnik
2021;ZG;0;Neubau
2021;ZG;0;Systemsanierung
2021;ZG;1499985;Total
2021;ZG;1362960;Wärmedämmung
2021;ZG;0;Zentrale Wärmeversorgung
2021;ZH;10584613;Haustechnik
2021;ZH;2804680;Neubau
2021;ZH;915800;Systemsanierung
2021;ZH;33042123;Total
2021;ZH;17722997;Wärmedämmung
2021;ZH;39200;Zentrale Wärmeversorgung
2022;AG;6827789;Haustechnik
2022;AG;464855;Neubau
2022;AG;868590;Systemsanierung
2022;AG;16944178;Total
2022;AG;7260845;Wärmedämmung
2022;AG;53220;Zentrale Wärmeversorgung
2022;AI;212393;Haustechnik
2022;AI;169760;Neubau
2022;AI;139086;Systemsanierung
2022;AI;633879;Total
2022;AI;112040;Wärmedämmung
2022;AI;0;Zentrale Wärmeversorgung
2022;AR;761943.5;Haustechnik
2022;AR;35250;Neubau
2022;AR;275940;Systemsanierung
2022;AR;2632969.5;Total
2022;AR;1526750;Wärmedämmung
2022;AR;0;Zentrale Wärmeversorgung
2022;BE;25802670;Haustechnik
2022;BE;5063820;Neubau
2022;BE;25945260;Systemsanierung
2022;BE;64168765;Total
2022;BE;0;Wärmedämmung
2022;BE;5184220;Zentrale Wärmeversorgung
2022;BL;9543085;Haustechnik
2022;BL;1060350;Neubau
2022;BL;585820;Systemsanierung
2022;BL;20295833.89;Total
2022;BL;7964715;Wärmedämmung
2022;BL;0;Zentrale Wärmeversorgung
2022;BS;4020599;Haustechnik
2022;BS;300450;Neubau
2022;BS;967750;Systemsanierung
2022;BS;9578532;Total
2022;BS;4020920;Wärmedämmung
2022;BS;0;Zentrale Wärmeversorgung
2022;CH;139123043.9;Haustechnik
2022;CH;17618390.93;Indirekte Massnahmen
2022;CH;24724058.5;Neubau
2022;CH;89232477.6;Systemsanierung
2022;CH;424837639.1;Total
2022;CH;128194353;Wärmedämmung
2022;CH;25945315.2;Zentrale Wärmeversorgung
2022;FR;11557663;Haustechnik
2022;FR;3489827.5;Neubau
2022;FR;4727720;Systemsanierung
2022;FR;32611028.3;Total
2022;FR;9075881;Wärmedämmung
2022;FR;3432850;Zentrale Wärmeversorgung
2022;GE;2033372;Haustechnik
2022;GE;1426935;Neubau
2022;GE;12159157;Systemsanierung
2022;GE;20702720.34;Total
2022;GE;2704415;Wärmedämmung
2022;GE;1310560;Zentrale Wärmeversorgung
2022;GL;779941;Haustechnik
2022;GL;0;Neubau
2022;GL;382480;Systemsanierung
2022;GL;2918715.85;Total
2022;GL;1602375;Wärmedämmung
2022;GL;0;Zentrale Wärmeversorgung
2022;GR;5790782;Haustechnik
2022;GR;206555;Neubau
2022;GR;2083110;Systemsanierung
2022;GR;16234648;Total
2022;GR;7029776;Wärmedämmung
2022;GR;1087740;Zentrale Wärmeversorgung
2022;JU;1032130;Haustechnik
2022;JU;474975;Neubau
2022;JU;814005;Systemsanierung
2022;JU;4239554.45;Total
2022;JU;1347201;Wärmedämmung
2022;JU;568450;Zentrale Wärmeversorgung
2022;LU;5484364.6;Haustechnik
2022;LU;0;Neubau
2022;LU;0;Systemsanierung
2022;LU;10000670.25;Total
2022;LU;4099700;Wärmedämmung
2022;LU;0;Zentrale Wärmeversorgung
2022;NE;1674567;Haustechnik
2022;NE;46685;Neubau
2022;NE;559485;Systemsanierung
2022;NE;7908446;Total
2022;NE;5550453;Wärmedämmung
2022;NE;0;Zentrale Wärmeversorgung
2022;NW;261388;Haustechnik
2022;NW;34860;Neubau
2022;NW;0;Systemsanierung
2022;NW;926262.5;Total
2022;NW;532224;Wärmedämmung
2022;NW;0;Zentrale Wärmeversorgung
2022;OW;264520;Haustechnik
2022;OW;17850;Neubau
2022;OW;148910;Systemsanierung
2022;OW;945680;Total
2022;OW;486700;Wärmedämmung
2022;OW;0;Zentrale Wärmeversorgung
2022;SG;4701630.8;Haustechnik
2022;SG;288650;Neubau
2022;SG;8053730.6;Systemsanierung
2022;SG;26928255.75;Total
2022;SG;4709640;Wärmedämmung
2022;SG;5137161.2;Zentrale Wärmeversorgung
2022;SH;2360360;Haustechnik
2022;SH;106500;Neubau
2022;SH;696660;Systemsanierung
2022;SH;6157282;Total
2022;SH;2238183;Wärmedämmung
2022;SH;275750;Zentrale Wärmeversorgung
2022;SO;5132385;Haustechnik
2022;SO;434055;Neubau
2022;SO;0;Systemsanierung
2022;SO;8785495.95;Total
2022;SO;2784262;Wärmedämmung
2022;SO;19280;Zentrale Wärmeversorgung
2022;SZ;2210276;Haustechnik
2022;SZ;0;Neubau
2022;SZ;15190;Systemsanierung
2022;SZ;4737677.8;Total
2022;SZ;2303041;Wärmedämmung
2022;SZ;0;Zentrale Wärmeversorgung
2022;TG;6869219;Haustechnik
2022;TG;1202020;Neubau
2022;TG;2785807;Systemsanierung
2022;TG;22468734;Total
2022;TG;7429470;Wärmedämmung
2022;TG;2864620;Zentrale Wärmeversorgung
2022;TI;6317916;Haustechnik
2022;TI;1079740;Neubau
2022;TI;11951976;Systemsanierung
2022;TI;27348104;Total
2022;TI;7456180;Wärmedämmung
2022;TI;51464;Zentrale Wärmeversorgung
2022;UR;506253;Haustechnik
2022;UR;251040;Neubau
2022;UR;152900;Systemsanierung
2022;UR;2540268;Total
2022;UR;1564685;Wärmedämmung
2022;UR;0;Zentrale Wärmeversorgung
2022;VD;9005794;Haustechnik
2022;VD;5130306;Neubau
2022;VD;6247150;Systemsanierung
2022;VD;42040038.3;Total
2022;VD;20040411;Wärmedämmung
2022;VD;0;Zentrale Wärmeversorgung
2022;VS;7536240;Haustechnik
2022;VS;1084975;Neubau
2022;VS;8449151;Systemsanierung
2022;VS;29692668.95;Total
2022;VS;6635165;Wärmedämmung
2022;VS;5960000;Zentrale Wärmeversorgung
2022;ZG;403690;Haustechnik
2022;ZG;0;Neubau
2022;ZG;0;Systemsanierung
2022;ZG;1629923.85;Total
2022;ZG;1122540;Wärmedämmung
2022;ZG;0;Zentrale Wärmeversorgung
2022;ZH;18032073;Haustechnik
2022;ZH;2354600;Neubau
2022;ZH;1222600;Systemsanierung
2022;ZH;41767307.45;Total
2022;ZH;18596781;Wärmedämmung
2022;ZH;0;Zentrale Wärmeversorgung
2017;AG;0;Indirekte Massnahmen
2017;AI;0;Indirekte Massnahmen
2017;AR;0;Indirekte Massnahmen
2017;BE;0;Indirekte Massnahmen
2017;BL;0;Indirekte Massnahmen
2017;BS;0;Indirekte Massnahmen
2017;FR;0;Indirekte Massnahmen
2017;GE;0;Indirekte Massnahmen
2017;GL;0;Indirekte Massnahmen
2017;GR;0;Indirekte Massnahmen
2017;JU;0;Indirekte Massnahmen
2017;LU;0;Indirekte Massnahmen
2017;NE;0;Indirekte Massnahmen
2017;NW;0;Indirekte Massnahmen
2017;OW;0;Indirekte Massnahmen
2017;SG;0;Indirekte Massnahmen
2017;SH;0;Indirekte Massnahmen
2017;SO;0;Indirekte Massnahmen
2017;SZ;0;Indirekte Massnahmen
2017;TG;0;Indirekte Massnahmen
2017;TI;0;Indirekte Massnahmen
2017;UR;0;Indirekte Massnahmen
2017;VD;0;Indirekte Massnahmen
2017;VS;0;Indirekte Massnahmen
2017;ZG;0;Indirekte Massnahmen
2017;ZH;0;Indirekte Massnahmen
2018;AG;732019;Indirekte Massnahmen
2018;AI;0;Indirekte Massnahmen
2018;AR;14832;Indirekte Massnahmen
2018;BE;1334138;Indirekte Massnahmen
2018;BL;508519;Indirekte Massnahmen
2018;BS;445133.42;Indirekte Massnahmen
2018;FR;197918;Indirekte Massnahmen
2018;GE;348641.5;Indirekte Massnahmen
2018;GL;26750;Indirekte Massnahmen
2018;GR;58692;Indirekte Massnahmen
2018;JU;15062;Indirekte Massnahmen
2018;LU;287800;Indirekte Massnahmen
2018;NE;94740;Indirekte Massnahmen
2018;NW;63600;Indirekte Massnahmen
2018;OW;18000;Indirekte Massnahmen
2018;SG;1233043.4;Indirekte Massnahmen
2018;SH;30625;Indirekte Massnahmen
2018;SO;44497.65;Indirekte Massnahmen
2018;SZ;22100;Indirekte Massnahmen
2018;TG;265131;Indirekte Massnahmen
2018;TI;228622.45;Indirekte Massnahmen
2018;UR;59650;Indirekte Massnahmen
2018;VD;452162;Indirekte Massnahmen
2018;VS;298184;Indirekte Massnahmen
2018;ZG;62500;Indirekte Massnahmen
2018;ZH;74700;Indirekte Massnahmen
2019;AG;896896;Indirekte Massnahmen
2019;AI;0;Indirekte Massnahmen
2019;AR;3124;Indirekte Massnahmen
2019;BE;1953687;Indirekte Massnahmen
2019;BL;408622;Indirekte Massnahmen
2019;BS;111113;Indirekte Massnahmen
2019;FR;331274;Indirekte Massnahmen
2019;GE;336318.4;Indirekte Massnahmen
2019;GL;55768.5;Indirekte Massnahmen
2019;GR;12692;Indirekte Massnahmen
2019;JU;3043;Indirekte Massnahmen
2019;LU;225700;Indirekte Massnahmen
2019;NE;109789;Indirekte Massnahmen
2019;NW;58624;Indirekte Massnahmen
2019;OW;10000;Indirekte Massnahmen
2019;SG;2544502.3;Indirekte Massnahmen
2019;SH;102076;Indirekte Massnahmen
2019;SO;227817;Indirekte Massnahmen
2019;SZ;79736;Indirekte Massnahmen
2019;TG;707451;Indirekte Massnahmen
2019;TI;352521;Indirekte Massnahmen
2019;UR;52850;Indirekte Massnahmen
2019;VD;926821;Indirekte Massnahmen
2019;VS;167759;Indirekte Massnahmen
2019;ZG;103000;Indirekte Massnahmen
2019;ZH;130635;Indirekte Massnahmen
2020;AG;755912;Indirekte Massnahmen
2020;AI;1200;Indirekte Massnahmen
2020;AR;30917;Indirekte Massnahmen
2020;BE;2403234;Indirekte Massnahmen
2020;BL;557766;Indirekte Massnahmen
2020;BS;139238;Indirekte Massnahmen
2020;FR;190089;Indirekte Massnahmen
2020;GE;849999.27;Indirekte Massnahmen
2020;GL;141291.45;Indirekte Massnahmen
2020;GR;57425;Indirekte Massnahmen
2020;JU;7405;Indirekte Massnahmen
2020;LU;355436;Indirekte Massnahmen
2020;NE;104060;Indirekte Massnahmen
2020;NW;31166;Indirekte Massnahmen
2020;OW;19900;Indirekte Massnahmen
2020;SG;3574165.8;Indirekte Massnahmen
2020;SH;211264;Indirekte Massnahmen
2020;SO;237965;Indirekte Massnahmen
2020;SZ;98137.7;Indirekte Massnahmen
2020;TG;782477;Indirekte Massnahmen
2020;TI;186109;Indirekte Massnahmen
2020;UR;98138.8;Indirekte Massnahmen
2020;VD;943245;Indirekte Massnahmen
2020;VS;57996;Indirekte Massnahmen
2020;ZG;69328;Indirekte Massnahmen
2020;ZH;578876;Indirekte Massnahmen
2021;AG;1007927;Indirekte Massnahmen
2021;AI;3600;Indirekte Massnahmen
2021;AR;64347;Indirekte Massnahmen
2021;BE;3456815;Indirekte Massnahmen
2021;BL;750759.83;Indirekte Massnahmen
2021;BS;187025;Indirekte Massnahmen
2021;FR;154809.3;Indirekte Massnahmen
2021;GE;615794;Indirekte Massnahmen
2021;GL;112297.7;Indirekte Massnahmen
2021;GR;40940;Indirekte Massnahmen
2021;JU;6436;Indirekte Massnahmen
2021;LU;446395;Indirekte Massnahmen
2021;NE;180894;Indirekte Massnahmen
2021;NW;54054.1;Indirekte Massnahmen
2021;OW;38800;Indirekte Massnahmen
2021;SG;3880013.1;Indirekte Massnahmen
2021;SH;210381;Indirekte Massnahmen
2021;SO;624669.6;Indirekte Massnahmen
2021;SZ;188827.65;Indirekte Massnahmen
2021;TG;1083091;Indirekte Massnahmen
2021;TI;223180;Indirekte Massnahmen
2021;UR;40869.35;Indirekte Massnahmen
2021;VD;1359081;Indirekte Massnahmen
2021;VS;79538;Indirekte Massnahmen
2021;ZG;137025;Indirekte Massnahmen
2021;ZH;974833;Indirekte Massnahmen
2022;AG;1468879;Indirekte Massnahmen
2022;AI;600;Indirekte Massnahmen
2022;AR;33086;Indirekte Massnahmen
2022;BE;2172795;Indirekte Massnahmen
2022;BL;1141863.89;Indirekte Massnahmen
2022;BS;268813;Indirekte Massnahmen
2022;FR;327086.8;Indirekte Massnahmen
2022;GE;1068281.34;Indirekte Massnahmen
2022;GL;153919.85;Indirekte Massnahmen
2022;GR;36685;Indirekte Massnahmen
2022;JU;2793.45;Indirekte Massnahmen
2022;LU;416605.65;Indirekte Massnahmen
2022;NE;77256;Indirekte Massnahmen
2022;NW;97790.5;Indirekte Massnahmen
2022;OW;27700;Indirekte Massnahmen
2022;SG;4037443.15;Indirekte Massnahmen
2022;SH;479829;Indirekte Massnahmen
2022;SO;415513.95;Indirekte Massnahmen
2022;SZ;209170.8;Indirekte Massnahmen
2022;TG;1317598;Indirekte Massnahmen
2022;TI;490828;Indirekte Massnahmen
2022;UR;65390;Indirekte Massnahmen
2022;VD;1616377.3;Indirekte Massnahmen
2022;VS;27137.95;Indirekte Massnahmen
2022;ZG;103693.85;Indirekte Massnahmen
2022;ZH;1561253.45;Indirekte Massnahmen
